0,1,2,3,4,5,6,7,8,9,10
chile,O'Higgins,"Malloa, O'Higgins",13882.0,113.0,1.0,2.0,13882.0,6941.0,56.5,Desierto
chile,O'Higgins,"Marchigüe, O'Higgins",8715.0,660.0,0.0,0.0,0.0,0.0,0.0,Desierto
chile,O'Higgins,"Mostazal, O'Higgins",27394.0,524.0,1.0,1.0,27394.0,27394.0,524.0,Desierto
chile,O'Higgins,"Nancagua, O'Higgins",18723.0,111.0,0.0,0.0,0.0,0.0,0.0,Desierto
chile,O'Higgins,"Navidad, O'Higgins",8885.0,300.0,0.0,0.0,0.0,0.0,0.0,Desierto
chile,O'Higgins,"Olivar, O'Higgins",13901.0,45.0,1.0,2.0,13901.0,6950.5,22.5,Semidesierto
chile,O'Higgins,"Palmilla, O'Higgins",13060.0,237.0,1.0,3.0,13060.0,4353.333333,79.0,Semidesierto
chile,O'Higgins,"Paredones, O'Higgins",7228.0,562.0,0.0,0.0,0.0,0.0,0.0,Desierto
chile,O'Higgins,"Peralillo, O'Higgins",12493.0,283.0,1.0,1.0,12493.0,12493.0,283.0,Semidesierto
chile,O'Higgins,"Peumo, O'Higgins",14243.0,153.0,2.0,7.0,7121.5,2034.714286,21.85714286,Semidesierto
chile,O'Higgins,"Pichidegua, O'Higgins",20363.0,320.0,1.0,1.0,20363.0,20363.0,320.0,Semidesierto
chile,O'Higgins,"Pichilemu, O'Higgins",19847.0,749.0,6.0,10.0,3307.833333,1984.7,74.9,Bosque
chile,O'Higgins,"Placilla, O'Higgins",9438.0,147.0,2.0,3.0,4719.0,3146.0,49.0,Semidesierto
chile,O'Higgins,"Pumanque, O'Higgins",4559.0,441.0,1.0,2.0,4559.0,2279.5,220.5,Semidesierto
chile,O'Higgins,"Quinta de Tilcoco, O'Higgins",13558.0,93.0,0.0,0.0,0.0,0.0,0.0,Desierto
chile,O'Higgins,"Rancagua, O'Higgins",257744.0,260.0,24.0,68.0,10739.33333,3790.352941,3.823529412,Bosque
chile,O'Higgins,"Rengo, O'Higgins",63620.0,592.0,7.0,14.0,9088.571429,4544.285714,42.28571429,Bosque
chile,O'Higgins,"Requínoa, O'Higgins",29508.0,673.0,1.0,4.0,29508.0,7377.0,168.25,Desierto
chile,O'Higgins,"San Fernando, O'Higgins",75585.0,2441.0,6.0,22.0,12597.5,3435.681818,110.9545455,Bosque
chile,O'Higgins,"San Vicente de Tagua Tagua, O'Higgins",49559.0,476.0,5.0,11.0,9911.8,4505.363636,43.27272727,Bosque
chile,O'Higgins,"Santa Cruz, O'Higgins",41209.0,420.0,8.0,15.0,5151.125,2747.266667,28.0,Bosque
chile,Región Metropolitana,"Alhué, Región Metropolitana",7768.0,845.0,0.0,0.0,0.0,0.0,0.0,DESIERTO
chile,Región Metropolitana,"Buin, Región Metropolitana",116969.0,214.0,1.0,3.0,116969.0,38989.66667,71.33333333,DESIERTO
chile,Región Metropolitana,"Calera de Tango, Región Metropolitana",25491.0,73.0,0.0,0.0,0.0,0.0,0.0,DESIERTO
chile,Región Metropolitana,"Colina, Región Metropolitana",173293.0,971.0,4.0,11.0,43323.25,15753.90909,88.27272727,SEMIBOSQUE
chile,Región Metropolitana,"Curacaví, Región Metropolitana",35165.0,693.0,3.0,17.0,11721.66667,2068.529412,40.76470588,BOSQUE
chile,Región Metropolitana,"El Monte, Región Metropolitana",37497.0,118.0,0.0,0.0,0.0,0.0,0.0,DESIERTO
chile,Región Metropolitana,"Isla de Maipo, Región Metropolitana",39274.0,189.0,2.0,6.0,19637.0,6545.666667,31.5,SEMIDESIERTO
chile,Región Metropolitana,"Lampa, Región Metropolitana",145160.0,452.0,0.0,0.0,0.0,0.0,0.0,DESIERTO
chile,Región Metropolitana,"Maipú, Región Metropolitana",503635.0,133.0,4.0,23.0,125908.75,21897.17391,5.782608696,SEMIBOSQUE
chile,Región Metropolitana,"María Pinto, Región Metropolitana",15352.0,395.0,1.0,1.0,15352.0,15352.0,395.0,SEMIDESIERTO
chile,Región Metropolitana,"Melipilla, Región Metropolitana",136325.0,1345.0,3.0,11.0,45441.66667,12393.18182,122.2727273,SEMIBOSQUE
chile,Región Metropolitana,"Paine, Región Metropolitana",78828.0,678.0,4.0,9.0,19707.0,8758.666667,75.33333333,SEMIDESIERTO
chile,Región Metropolitana,"Padre Hurtado, Región Metropolitana",81243.0,81.0,1.0,1.0,81243.0,81243.0,81.0,DESIERTO
chile,Región Metropolitana,"Peñaflor, Región Metropolitana",94402.0,69.0,1.0,1.0,94402.0,94402.0,69.0,DESIERTO
chile,Región Metropolitana,"Pirque, Región Metropolitana",29060.0,445.0,2.0,4.0,14530.0,7265.0,111.25,SEMIDESIERTO
chile,Región Metropolitana,"Puente Alto, Región Metropolitana",568086.0,88.0,6.0,18.0,94681.0,31560.33333,4.888888889,BOSQUE
chile,Región Metropolitana,"San Bernardo, Región Metropolitana",306371.0,155.0,1.0,1.0,306371.0,306371.0,155.0,DESIERTO
chile,Región Metropolitana,"San José de Maipo, Región Metropolitana",17441.0,4995.0,3.0,9.0,5813.666667,1937.888889,555.0,SEMIBOSQUE
chile,Región Metropolitana,"San Pedro, Región Metropolitana",11108.0,788.0,1.0,2.0,11108.0,5554.0,394.0,SEMIDESIERTO
chile,Región Metropolitana,"Talagante, Región Metropolitana",76429.0,126.0,2.0,6.0,38214.5,12738.16667,21.0,SEMIBOSQUE
chile,Metropolitana,"Til Til, Región Metropolitana",19742.0,653.0,1.0,1.0,19742.0,19742.0,653.0,SEMIDESIERTO
chile,Tarapacá,"Alto Hospicio, Tarapacá",142086.0,573.0,7.0,13.0,20298.0,10929.69231,44.07692308,SEMIDESIERTO
chile,Tarapacá,"Camiña, Tarapacá",1335.0,2200.0,0.0,0.0,0.0,0.0,0.0,DESIERTO
chile,Tarapacá,"Colchane, Tarapacá",790.0,4016.0,0.0,0.0,0.0,0.0,0.0,DESIERTO
chile,Tarapacá,"Huara, Tarapacá",2858.0,10475.0,1.0,1.0,2858.0,2858.0,10475.0,SEMIDESIERTO
chile,Tarapacá,"Iquique, Tarapacá",199587.0,2262.0,31.0,139.0,6438.290323,1435.877698,16.27338129,BOSQUE
chile,Tarapacá,"Pica, Tarapacá",6272.0,8934.0,3.0,8.0,2090.666667,784.0,1116.75,SEMIDESIERTO
chile,Tarapacá,"Pozo Almonte, Tarapacá",16878.0,13766.0,6.0,22.0,2813.0,767.1818182,625.7272727,SEMIBOSQUE
chile,Valparaíso,"Algarrobo, Valparaíso",16076.0,176.0,1.0,3.0,16076.0,5358.666667,58.66666667,SEMIDESIERTO
chile,Valparaíso,"Cabildo, Valparaíso",20015.0,1455.0,2.0,4.0,10007.5,5003.75,363.75,SEMIDESIERTO
chile,Valparaíso,"La Calera, Valparaíso",50631.0,61.0,4.0,10.0,12657.75,5063.1,6.1,SEMIBOSQUE
chile,Valparaíso,"Calle Larga, Valparaíso",16597.0,322.0,1.0,1.0,16597.0,16597.0,322.0,DESIERTO
chile,Valparaíso,"Cartagena, Valparaíso",24599.0,246.0,0.0,0.0,0.0,0.0,0.0,DESIERTO
chile,Valparaíso,"Casablanca, Valparaíso",29876.0,953.0,3.0,8.0,9958.666667,3734.5,119.125,SEMIDESIERTO
chile,Valparaíso,"Catemu, Valparaíso",13760.0,362.0,1.0,2.0,13760.0,6880.0,181.0,DESIERTO
chile,Valparaíso,"Concón, Valparaíso",48294.0,76.0,3.0,4.0,16098.0,12073.5,19.0,SEMIDESIERTO
chile,Valparaíso,"El Quisco, Valparaíso",18971.0,51.0,3.0,6.0,6323.666667,3161.833333,8.5,SEMIBOSQUE
chile,Valparaíso,"El Tabo, Valparaíso",16260.0,99.0,2.0,2.0,8130.0,8130.0,49.5,SEMIDESIERTO
chile,Valparaíso,"Hijuelas, Valparaíso",19286.0,267.0,1.0,5.0,19286.0,3857.2,53.4,DESIERTO
chile,Valparaíso,"Isla de Pascua, Valparaíso",4800.0,164.0,2.0,3.0,2400.0,1600.0,54.66666667,SEMIBOSQUE
chile,Valparaíso,"Juan Fernández, Valparaíso",904.0,148.0,1.0,1.0,904.0,904.0,148.0,DESIERTO
chile,Valparaíso,"La Cruz, Valparaíso",24939.0,78.0,1.0,2.0,24939.0,12469.5,39.0,SEMIDESIERTO
chile,Valparaíso,"La Ligua, Valparaíso",39270.0,1163.0,4.0,7.0,9817.5,5610.0,166.1428571,SEMIBOSQUE
chile,Valparaíso,"Limache, Valparaíso",56145.0,294.0,5.0,19.0,11229.0,2955.0,15.47368421,SEMIBOSQUE
chile,Valparaíso,"Llay Llay, Valparaíso",25484.0,349.0,2.0,2.0,12742.0,12742.0,174.5,SEMIDESIERTO
chile,Valparaíso,"Los Andes, Valparaíso",63440.0,1248.0,6.0,14.0,10573.33333,4531.428571,89.14285714,SEMIBOSQUE
chile,Valparaíso,"Nogales, Valparaíso",22136.0,405.0,0.0,0.0,0.0,0.0,0.0,DESIERTO
chile,Valparaíso,"Olmué, Valparaíso",19778.0,232.0,0.0,0.0,0.0,0.0,0.0,DESIERTO
chile,Valparaíso,"Panquehue, Valparaíso",7269.0,122.0,1.0,1.0,7269.0,7269.0,122.0,DESIERTO
chile,Valparaíso,"Papudo, Valparaíso",7561.0,166.0,0.0,0.0,0.0,0.0,0.0,DESIERTO
chile,Valparaíso,"Petorca, Valparaíso",10206.0,1517.0,2.0,5.0,5103.0,2041.2,303.4,SEMIDESIERTO
chile,Valparaíso,"Puchuncaví, Valparaíso",22539.0,300.0,2.0,4.0,11269.5,5634.75,75.0,SEMIDESIERTO
chile,Valparaíso,"Putaendo, Valparaíso",17336.0,1474.0,3.0,3.0,5778.666667,5778.666667,491.3333333,SEMIBOSQUE
chile,Valparaíso,"Quillota, Valparaíso",96753.0,302.0,7.0,26.0,13821.85714,3721.269231,11.61538462,BOSQUE
chile,Valparaíso,"Quilpué, Valparaíso",162559.0,537.0,7.0,9.0,23222.71429,18062.11111,59.66666667,SEMIDESIERTO
chile,Valparaíso,"Quintero, Valparaíso",35754.0,148.0,3.0,11.0,11918.0,3250.363636,13.45454545,SEMIDESIERTO
chile,Valparaíso,"Rinconada, Valparaíso",11855.0,123.0,1.0,1.0,11855.0,11855.0,123.0,DESIERTO
chile,Valparaíso,"San Antonio, Valparaíso",96770.0,405.0,11.0,36.0,8797.272727,2688.055556,11.25,BOSQUE
chile,Valparaíso,"San Esteban, Valparaíso",20112.0,1362.0,1.0,1.0,20112.0,20112.0,1362.0,SEMIDESIERTO
chile,Valparaíso,"San Felipe, Valparaíso",80413.0,186.0,5.0,14.0,16082.6,5743.785714,13.28571429,SEMIBOSQUE
chile,Valparaíso,"Santa María, Valparaíso",15134.0,166.0,0.0,0.0,0.0,0.0,0.0,DESIERTO
chile,Valparaíso,"Santo Domingo, Valparaíso",13171.0,536.0,0.0,0.0,0.0,0.0,0.0,DESIERTO
chile,Valparaíso,"Valparaíso, Valparaíso",284938.0,402.0,22.0,90.0,12951.72727,3165.977778,4.466666667,BOSQUE
chile,Valparaíso,"Villa Alemana, Valparaíso",139571.0,97.0,3.0,9.0,46523.66667,15507.88889,10.77777778,SEMIDESIERTO
chile,Valparaíso,"Viña del Mar, Valparaíso",334871.0,122.0,11.0,39.0,30442.81818,8586.435897,3.128205128,BOSQUE
chile,Valparaíso,"Zapallar, Valparaíso",7980.0,288.0,1.0,1.0,7980.0,7980.0,288.0,DESIERTO
peru,Amazonas,"Bagua, Amazonas",85835.0,5652.72,3.0,21.0,28611.66667,4087.380952,269.1771429,SEMIDESIERTO
peru,Amazonas,"Bongará, Amazonas",26449.0,2869.65,1.0,2.0,26449.0,13224.5,1434.825,DESIERTO
peru,Amazonas,"Chachapoyas, Amazonas",64058.0,3312.37,10.0,42.0,6405.8,1525.190476,78.86595238,BOSQUE
peru,Amazonas,"Condorcanqui, Amazonas",52082.0,17975.39,1.0,3.0,52082.0,17360.66667,5991.796667,DESIERTO
peru,Amazonas,"Luya, Amazonas",47081.0,3236.68,2.0,5.0,23540.5,9416.2,647.336,DESIERTO
peru,Amazonas,"Rodríguez de Mendoza, Amazonas",34099.0,2359.39,1.0,1.0,34099.0,34099.0,2359.39,DESIERTO
peru,Amazonas,"Utcubamba, Amazonas",119879.0,3842.93,3.0,14.0,39959.66667,8562.785714,274.495,DESIERTO
peru,Áncash,"Asunción, Áncash",7457.0,528.66,1.0,5.0,7457.0,1491.4,105.732,DESIERTO
peru,Áncash,"Bolognesi, Áncash",22902.0,3154.8,2.0,21.0,11451.0,1090.571429,150.2285714,SEMIDESIERTO
peru,Áncash,"Carhuaz, Áncash",50669.0,803.95,1.0,1.0,50669.0,50669.0,803.95,DESIERTO
peru,Áncash,"Carlos Fermín Fitzcarrald, Áncash",17925.0,624.25,2.0,3.0,8962.5,5975.0,208.0833333,SEMIDESIERTO
peru,Áncash,"Casma, Áncash",59605.0,2261.03,2.0,8.0,29802.5,7450.625,282.62875,SEMIDESIERTO
peru,Áncash,"Huaraz, Áncash",190612.0,2492.91,3.0,20.0,63537.33333,9530.6,124.6455,DESIERTO
peru,Áncash,"Huarmey, Áncash",33718.0,3908.42,3.0,8.0,11239.33333,4214.75,488.5525,SEMIBOSQUE
peru,Áncash,"Huaylas-Caraz, Áncash",56853.0,2292.78,1.0,2.0,56853.0,28426.5,1146.39,DESIERTO
peru,Áncash,"Pallasca, Áncash",23461.0,2101.21,1.0,4.0,23461.0,5865.25,525.3025,DESIERTO
peru,Áncash,"Pomabamba, Áncash",26269.0,914.05,3.0,21.0,8756.333333,1250.904762,43.52619048,SEMIBOSQUE
peru,Áncash,"Recuay, Áncash",17787.0,2304.19,1.0,3.0,17787.0,5929.0,768.0633333,SEMIDESIERTO
peru,Áncash,"Santa, Áncash",483774.0,4008.61,20.0,74.0,24188.7,6537.486486,54.17040541,BOSQUE
peru,Áncash,"Sihuas, Áncash, Áncash",28091.0,1455.97,1.0,4.0,28091.0,7022.75,363.9925,SEMIDESIERTO
peru,Áncash,"Aija, Áncash",6170.0,696.72,0.0,0.0,0.0,0.0,0.0,DESIERTO
peru,Áncash,"Antonio Raimondi, Áncash",13404.0,561.61,0.0,0.0,0.0,0.0,0.0,DESIERTO
peru,Áncash,"Corongo, Áncash",7906.0,988.01,0.0,0.0,0.0,0.0,0.0,DESIERTO
peru,Áncash,"Huari, Áncash",63382.0,2771.9,0.0,0.0,0.0,0.0,0.0,DESIERTO
peru,Áncash,"Mariscal Luzuriaga, Áncash",21386.0,730.58,0.0,0.0,0.0,0.0,0.0,DESIERTO
peru,Áncash,"Ocros, Áncash",6897.0,1945.07,0.0,0.0,0.0,0.0,0.0,DESIERTO
peru,Áncash,"Yungay, Áncash",55888.0,1361.48,0.0,0.0,0.0,0.0,0.0,DESIERTO
peru,Apurímac,"Abancay, Apurímac",121501.0,3447.13,6.0,13.0,20250.16667,9346.230769,265.1638462,SEMIBOSQUE
peru,Apurímac,"Andahuaylas, Apurímac",151731.0,3987.0,9.0,49.0,16859.0,3096.55102,81.36734694,SEMIBOSQUE
peru,Apurímac,"Antabamba, Apurímac",11429.0,3219.01,1.0,6.0,11429.0,1904.833333,536.5016667,SEMIDESIERTO
peru,Apurímac,"Aymaraes, Apurímac",23276.0,4213.07,1.0,1.0,23276.0,23276.0,4213.07,DESIERTO
peru,Apurímac,"Cotabambas, Apurímac",55526.0,2612.73,3.0,6.0,18508.66667,9254.333333,435.455,SEMIDESIERTO
peru,Apurímac,"Chincheros, Apurímac",45494.0,1242.33,2.0,7.0,22747.0,6499.142857,177.4757143,SEMIDESIERTO
peru,Apurímac,"Grau, Apurímac",20763.0,2174.52,2.0,6.0,10381.5,3460.5,362.42,SEMIDESIERTO
peru,Arequipa,"Arequipa, Arequipa",1226404.0,9682.02,26.0,194.0,47169.38462,6321.670103,49.90731959,SEMIBOSQUE
peru,Arequipa,"Camaná, Arequipa",63098.0,3997.73,6.0,19.0,10516.33333,3320.947368,210.4068421,SEMIBOSQUE
peru,Arequipa,"Caraveli, Arequipa",44803.0,13139.45,2.0,7.0,22401.5,6400.428571,1877.064286,SEMIBOSQUE
peru,Arequipa,"Castilla, Arequipa",34389.0,6914.48,3.0,7.0,11463.0,4912.714286,987.7828571,SEMIBOSQUE
peru,Arequipa,"Caylloma, Arequipa",101277.0,14019.46,9.0,27.0,11253.0,3751.0,519.2392593,SEMIBOSQUE
peru,Arequipa,"Condesuyos, Arequipa",16167.0,6958.4,5.0,12.0,3233.4,1347.25,579.8666667,SEMIBOSQUE
peru,Arequipa,"Islay, Arequipa",55360.0,3886.03,4.0,16.0,13840.0,3460.0,242.876875,SEMIBOSQUE
peru,Arequipa,"La Unión, Arequipa",12496.0,4746.4,2.0,7.0,6248.0,1785.142857,678.0571429,SEMIBOSQUE
peru,Ayacucho,"Cangallo, Ayacucho",31822.0,1916.17,4.0,11.0,7955.5,2892.909091,174.1972727,SEMIBOSQUE
peru,Ayacucho,"Huanca Sancos, Ayacucho",8113.0,2862.33,1.0,1.0,8113.0,8113.0,2862.33,SEMIDESIERTO
peru,Ayacucho,"Huanta, Ayacucho",98088.0,3886.03,5.0,13.0,19617.6,7545.230769,298.9253846,SEMIBOSQUE
peru,Ayacucho,"Huamanga, Ayacucho",324901.0,3061.83,24.0,83.0,13537.54167,3914.46988,36.88951807,BOSQUE
peru,Ayacucho,"La Mar, Ayacucho",73649.0,4304.57,3.0,4.0,24549.66667,18412.25,1076.1425,SEMIDESIERTO
peru,Ayacucho,"Lucanas, Ayacucho",50431.0,14494.64,2.0,3.0,25215.5,16810.33333,4831.546667,SEMIDESIERTO
peru,Ayacucho,"Parinacochas, Ayacucho",29015.0,5968.32,3.0,9.0,9671.666667,3223.888889,663.1466667,SEMIBOSQUE
peru,Ayacucho,"Paucar del Sara Sara, Ayacucho",9694.0,2096.92,3.0,7.0,3231.333333,1384.857143,299.56,BOSQUE
peru,Ayacucho,"Sucre, Ayacucho",9013.0,1785.64,2.0,5.0,4506.5,1802.6,357.128,SEMIDESIERTO
peru,Ayacucho,"Víctor Fajardo, Ayacucho",19318.0,2260.19,2.0,3.0,9659.0,6439.333333,753.3966667,SEMIBOSQUE
peru,Ayacucho,"Vilcas Huaman, Ayacucho",16535.0,1178.16,1.0,1.0,16535.0,16535.0,1178.16,SEMIDESIERTO
peru,Cajamarca,"Cajabamba, Cajamarca",83747.0,1807.64,1.0,6.0,83747.0,13957.83333,301.2733333,DESIERTO
peru,Cajamarca,"Cajamarca, Cajamarca",392571.0,2979.78,19.0,77.0,20661.63158,5098.324675,38.69844156,BOSQUE
peru,Cajamarca,"Celendín, Cajamarca",82965.0,2641.59,9.0,31.0,9218.333333,2676.290323,85.21258065,SEMIBOSQUE
peru,Cajamarca,"Chota, Cajamarca",150552.0,3795.1,6.0,18.0,25092.0,8364.0,210.8388889,SEMIDESIERTO
peru,Cajamarca,"Cutervo, Cajamarca",122594.0,3028.46,8.0,13.0,15324.25,9430.307692,232.9584615,SEMIBOSQUE
peru,Cajamarca,"Hualgayoc, Cajamarca",82766.0,777.15,1.0,1.0,82766.0,82766.0,777.15,DESIERTO
peru,Cajamarca,"Jaén, Cajamarca",205445.0,5232.57,10.0,38.0,20544.5,5406.447368,137.6992105,SEMIBOSQUE
peru,Cajamarca,"San Ignacio, Cajamarca",146978.0,4990.3,3.0,6.0,48992.66667,24496.33333,831.7166667,DESIERTO
peru,Cajamarca,"San Marcos, Cajamarca",52012.0,1362.32,1.0,9.0,52012.0,5779.111111,151.3688889,DESIERTO
peru,Cajamarca,"San Miguel, Cajamarca",45681.0,2542.08,1.0,4.0,45681.0,11420.25,635.52,DESIERTO
peru,Cajamarca,"San Pablo, Cajamarca",22225.0,672.29,1.0,1.0,22225.0,22225.0,672.29,DESIERTO
peru,Cajamarca,"Santa Cruz, Cajamarca",37717.0,1417.93,2.0,3.0,11112.5,7408.333333,224.0966667,DESIERTO
peru,Cajamarca,"Contumazá, Cajamarca",28964.0,2070.33,0.0,0.0,0.0,0.0,0.0,DESIERTO
peru,Callao,"Bellavista, Callao",81428.0,4.57,1.0,3.0,81428.0,27142.66667,1.523333333,DESIERTO
peru,Callao,"Callao, Callao",528405.0,45.65,11.0,64.0,48036.81818,8256.328125,0.71328125,BOSQUE
peru,Callao,"Carmen de la Legua Reynoso, Callao",47071.0,2.12,1.0,1.0,47071.0,47071.0,2.12,DESIERTO
peru,Callao,"La Perla, Callao",64612.0,2.7,2.0,8.0,32306.0,8076.5,0.3375,SEMIDESIERTO
peru,Callao,"Ventanilla, Callao",391564.0,73.52,7.0,31.0,55937.71429,12631.09677,2.371612903,SEMIBOSQUE
peru,Callao,"Mi Perú, Callao",54905.0,2.47,0.0,0.0,0.0,0.0,0.0,DESIERTO
peru,Callao,"La Punta, Callao",3862.0,0.7,0.0,0.0,0.0,0.0,0.0,DESIERTO
peru,Cusco,"Acomayo, Cusco",23732.0,948.22,2.0,8.0,11866.0,2966.5,118.5275,SEMIBOSQUE
peru,Cusco,"Anta, Cusco",64097.0,1876.12,3.0,12.0,21365.66667,5341.416667,156.3433333,SEMIBOSQUE
peru,Cusco,"Calca, Cusco",72114.0,4414.49,4.0,18.0,18028.5,4006.333333,245.2494444,SEMIBOSQUE
peru,Cusco,"Cusco, Cusco",528541.0,2103.76,23.0,113.0,22980.04348,4677.353982,18.61734513,BOSQUE
peru,Cusco,"Canas, Cusco",34487.0,3999.27,3.0,24.0,11495.66667,1436.958333,166.63625,SEMIBOSQUE
peru,Cusco,"Canchis, Cusco",107333.0,5371.08,4.0,23.0,26833.25,4666.652174,233.5252174,SEMIDESIERTO
peru,Cusco,"Chumbivilcas, Cusco",69763.0,617.0,3.0,7.0,23254.33333,9966.142857,88.14285714,SEMIDESIERTO
peru,Cusco,"Espinar, Cusco",62140.0,5311.09,4.0,15.0,15535.0,4142.666667,354.0726667,SEMIBOSQUE
peru,Cusco,"La Convención, Cusco",168389.0,30061.82,24.0,46.0,7016.208333,3660.630435,653.5178261,SEMIBOSQUE
peru,Cusco,"Paruro, Cusco",26293.0,1984.42,1.0,2.0,26293.0,13146.5,992.21,SEMIDESIERTO
peru,Cusco,"Paucartambo, Cusco",47866.0,6295.01,2.0,7.0,23933.0,6838.0,899.2871429,SEMIDESIERTO
peru,Cusco,"Quispicanchi, Cusco",104148.0,7564.79,5.0,23.0,20829.6,4528.173913,328.903913,SEMIBOSQUE
peru,Cusco,"Urubamba, Cusco",71691.0,1439.43,3.0,24.0,23897.0,2987.125,59.97625,SEMIBOSQUE
peru,Huancavelica,"Acobamba, Huancavelica",34179.0,910.82,5.0,21.0,6835.8,1627.571429,43.37238095,SEMIBOSQUE
peru,Huancavelica,"Angaraes, Huancavelica",51904.0,1959.03,2.0,7.0,25952.0,7414.857143,279.8614286,SEMIDESIERTO
peru,Huancavelica,"Castrovirreyna, Huancavelica",13833.0,3984.62,1.0,3.0,13833.0,4611.0,1328.206667,DESIERTO
peru,Huancavelica,"Churcampa, Huancavelica",32173.0,1218.42,1.0,3.0,32173.0,10724.33333,406.14,DESIERTO
peru,Huancavelica,"Huancavelica, Huancavelica",118575.0,4215.56,11.0,47.0,10779.54545,2522.87234,89.69276596,BOSQUE
peru,Huancavelica,"Huaytará, Huancavelica",17361.0,6458.39,1.0,1.0,17361.0,17361.0,6458.39,DESIERTO
peru,Huancavelica,"Tayacaja, Huancavelica",82820.0,3384.63,6.0,19.0,13803.33333,4358.947368,178.1384211,SEMIBOSQUE
peru,Huánuco,"Ambo, Huánuco",52348.0,1575.18,8.0,32.0,6543.5,1635.875,49.224375,BOSQUE
peru,Huánuco,"Dos de Mayo, Huánuco",30239.0,1468.07,6.0,24.0,5039.833333,1259.958333,61.16958333,SEMIBOSQUE
peru,Huánuco,"Huacaybamba, Huánuco",15644.0,1743.7,1.0,1.0,15644.0,15644.0,1743.7,SEMIDESIERTO
peru,Huánuco,"Huamalíes, Huánuco",49585.0,3144.5,6.0,34.0,8264.166667,1458.382353,92.48529412,SEMIBOSQUE
peru,Huánuco,"Huánuco, Huánuco",320269.0,3591.59,31.0,162.0,10331.25806,1976.969136,22.17030864,BOSQUE
peru,Huánuco,"Lauricocha, Huánuco",15077.0,1860.89,2.0,5.0,7538.5,3015.4,372.178,SEMIDESIERTO
peru,Huánuco,"Leoncio Prado, Huánuco",140453.0,4952.99,20.0,89.0,7022.65,1578.123596,55.65157303,BOSQUE
peru,Huánuco,"Marañón, Huánuco",29277.0,4801.5,2.0,5.0,14638.5,5855.4,960.3,SEMIDESIERTO
peru,Huánuco,"Pachitea, Huánuco",47812.0,3069.02,3.0,4.0,15937.33333,11953.0,767.255,SEMIDESIERTO
peru,Huánuco,"Puerto Inca, Huánuco",37553.0,10086.56,2.0,5.0,18776.5,7510.6,2017.312,DESIERTO
peru,Huánuco,"Yarowilca, Huánuco",16956.0,727.47,4.0,6.0,4239.0,2826.0,121.245,SEMIDESIERTO
peru,Ica,"Chincha, Ica",273463.0,2987.35,22.0,94.0,12430.13636,2909.180851,31.78031915,BOSQUE
peru,Ica,"Ica, Ica",467131.0,7894.05,25.0,68.0,18685.24,6869.573529,116.0889706,SEMIBOSQUE
peru,Ica,"Nasca, Ica",82012.0,5234.08,4.0,13.0,20503.0,6308.615385,402.6215385,SEMIDESIERTO
peru,Ica,"Palpa, Ica",15175.0,1232.88,1.0,1.0,15175.0,15175.0,1232.88,DESIERTO
peru,Ica,"Pisco, Ica",182269.0,3957.15,2.0,5.0,91134.5,36453.8,791.43,SEMIDESIERTO
peru,Junín,"Chanchamayo, Junín",166583.0,4725.48,2.0,8.0,83291.5,20822.875,590.685,DESIERTO
peru,Junín,"Chupaca, Junín",58371.0,1153.05,4.0,8.0,14592.75,7296.375,144.13125,SEMIDESIERTO
peru,Junín,"Concepción, Junín",58774.0,3067.52,2.0,2.0,29387.0,29387.0,1533.76,SEMIDESIERTO
peru,Junín,"Huancayo, Junín",609721.0,3558.1,44.0,221.0,13857.29545,2758.918552,16.1,BOSQUE
peru,Junín,"Jauja, Junín",87522.0,3749.1,3.0,4.0,29174.0,21880.5,937.275,DESIERTO
peru,Junín,"Junín, Junín",21651.0,2487.31,1.0,1.0,21651.0,21651.0,2487.31,DESIERTO
peru,Junín,"Satipo, Junín",244445.0,19219.48,12.0,12.0,20370.41667,20370.41667,1601.623333,SEMIBOSQUE
peru,Junín,"Tarma, Junín",88605.0,2749.16,7.0,13.0,12657.85714,6815.769231,211.4738462,SEMIBOSQUE
peru,Junín,"Yauli, Junín",38549.0,3617.35,4.0,5.0,9637.25,7709.8,723.47,SEMIDESIERTO
peru,La Libertad,"Ascope, La Libertad",124944.0,2655.47,11.0,29.0,11358.54545,4308.413793,91.56793103,SEMIDESIERTO
peru,La Libertad,"Bolívar, La Libertad",15913.0,1718.86,3.0,7.0,5304.333333,2273.285714,245.5514286,SEMIDESIERTO
peru,La Libertad,"Chepén, La Libertad",88152.0,1142.43,13.0,24.0,6780.923077,3673.0,47.60125,SEMIDESIERTO
peru,La Libertad,"Gran Chimú, La Libertad",28168.0,1284.77,7.0,9.0,4024.0,3129.777778,142.7522222,SEMIDESIERTO
peru,La Libertad,"Julcán, La Libertad",30888.0,1101.39,4.0,25.0,7722.0,1235.52,44.0556,BOSQUE
peru,La Libertad,"Otuzco, La Libertad",84971.0,2110.77,12.0,39.0,7080.916667,2178.74359,54.12230769,BOSQUE
peru,La Libertad,"Pacasmayo, La Libertad",115939.0,1126.67,13.0,22.0,8918.384615,5269.954545,51.21227273,SEMIDESIERTO
peru,La Libertad,"Pataz, La Libertad",86331.0,4226.53,5.0,12.0,17266.2,7194.25,352.2108333,DESIERTO
peru,La Libertad,"Sánchez Carrión, La Libertad",173784.0,2486.38,9.0,25.0,19309.33333,6951.36,99.4552,SEMIDESIERTO
